pane,Piece,Rep,Li7,Na23,Mg25,Al27,K39,Ca42,Ti49,Mn55,Fe57,Rb85,Sr88,Zr90,Ba137,La139,Ce140,Nd146,Hf178,Pb208,mfr
P4,9,2,2.21,103650,24520,1688,730.7,67970,116.6,125.1,543,1.03,30.29,28.46,12.6,2.62,4.63,1.94,0.73,0.93,M2
P4,9,3,2.21,103990,24520,1707,718.2,67780,124.1,126,526,1.04,29.94,30.3,12.1,2.59,4.64,2.37,0.75,1.09,M2
P4,9,4,2.2,104900,24660,1704,730.8,67930,118.5,123.3,540,1.02,30.97,31.6,13.4,2.72,4.73,2.36,0.77,1.06,M2
P4,9,5,2.3,105580,24650,1684,748.6,67590,119.2,124.9,540,0.98,30.26,28.9,12.8,2.52,4.53,2.05,0.72,1.03,M2
P4,10,1,1.72,100830,25290,1830,704.1,72680,118.4,126,548,1.05,31.96,33.7,12.38,2.8,4.59,2.21,0.94,1.07,M2
P4,10,2,1.82,100130,24970,1820,702.8,71470,118.7,124.4,530,1.04,31.8,32.7,13.3,2.81,4.44,2.22,0.79,0.94,M2
P4,10,3,1.75,100090,25130,1830,702,72400,128.2,124.1,530,1.03,32.25,34.2,14.4,2.82,4.82,2.22,0.83,1.02,M2
P4,10,4,1.61,101180,25000,1833,710.2,72190,120.4,124.9,534,1.04,31.93,32.8,12.57,2.84,4.74,2.66,1.01,1.11,M2
P4,10,5,1.71,101900,25240,1817,712.2,71320,123.5,126.5,532,0.942,31.98,34.4,14.4,2.71,4.67,2.45,0.81,1.01,M2
P4,11,1,1.68,100460,25010,1815,700.8,71360,118.3,122.6,529,1.05,31.35,31.9,13.1,2.77,4.81,2.2,0.86,1.05,M2
P4,11,2,2.17,101410,25220,1823,708.9,72430,125.5,127.2,544,1.02,31.75,32.8,13.66,2.88,4.63,2.68,0.81,0.97,M2
P4,11,3,1.55,101270,25270,1824,702.5,72020,123.2,126.2,527,1.04,31.84,33.3,12.4,2.89,4.74,2.51,0.97,0.99,M2
P4,11,4,1.85,101480,25130,1819,702,71690,121.9,126.2,533,1.05,32.13,32,13.1,2.69,4.7,2.06,0.86,0.98,M2
P4,11,5,1.92,102270,25210,1801,702,71280,113.6,125.8,530,1.14,31.91,33.6,13.65,2.68,4.65,2.43,0.76,0.99,M2
P4,12,1,2.03,100540,24950,1805,689.8,70880,115.3,126.5,538,1.08,31.61,32.4,12.8,2.76,4.45,2.39,0.85,1.01,M2
P4,12,2,1.98,101020,25190,1813,700.7,71350,115.3,127,554,1,31.34,30.8,13.5,2.73,4.54,2.28,0.88,1.15,M2
P4,12,3,1.84,100840,24980,1810,697.7,71140,120.5,126.3,521,1,31.39,32.2,13.1,2.86,4.67,2.52,0.86,1.14,M2
P4,12,4,1.67,101030,24860,1799,697.8,70470,119.5,123.3,545,0.95,31.63,32.3,12.75,2.64,4.66,2.39,0.71,0.97,M2
P4,12,5,2.01,101200,24780,1786,705.8,71110,116,126.2,528,0.95,32.02,31.4,13.67,2.84,4.74,2.8,0.89,1.026,M2
P4,13,1,1.76,99840,25050,1825,682.8,71660,114.2,126.3,535,1.13,32.25,33.7,14.1,2.82,4.34,2.44,0.94,1.01,M2
P4,13,2,1.49,99420,25230,1834,688.9,72380,119.1,126.5,531,1.08,31.39,32.3,13,2.95,4.56,2.61,0.71,0.97,M2
P4,13,3,1.74,99980,24930,1804,695.7,71580,114.9,126.2,516,1.11,31.58,32,12.9,2.74,4.49,2.36,0.91,0.919,M2
P4,13,4,1.46,99810,24970,1814,695.2,71540,111.1,123.9,510,1.09,31.26,31.7,14.1,2.76,4.79,2.17,1.05,0.98,M2
P4,13,5,1.84,100310,24960,1813,690,71110,112.5,124.9,536,0.9,31.45,32.4,14.05,2.75,4.54,2.32,0.88,1.02,M2
P4,14,1,1.6,99960,25020,1847,684.3,70970,118.5,124.7,527,1.02,32.58,32.3,13,2.84,4.44,2.69,0.71,1.02,M2
P4,14,2,1.31,100090,25080,1846,688.6,72310,124.3,125,538,1,32.55,33.3,14.2,2.86,4.83,2.35,0.73,1.04,M2
P4,14,3,1.01,100290,25000,1828,693.5,71880,115.2,126.2,538,1.08,32.67,33.9,12.9,2.92,4.79,2.55,0.85,1.12,M2
P4,14,4,1.28,99790,24990,1862,695.6,72740,123.4,125,543,0.94,32.51,32.8,12.9,2.83,4.72,2.24,0.97,0.96,M2
P4,14,5,1.51,100380,24970,1836,705.7,72810,118.8,127.3,516,0.93,32.67,32.8,13.9,2.68,4.59,2.35,0.92,1.14,M2
P4,14,6,1.43,100430,25020,1826,693.5,72440,118.3,127.1,539,1.01,32.01,34.4,13.2,2.8,4.78,2.36,0.87,1,M2
P4,14,7,1.65,100630,25040,1832,702.4,72990,114.9,127,511,1.04,32.36,31.9,12.6,2.96,4.64,2.58,0.84,1.01,M2
P4,14,8,1.64,100740,25030,1852,704.7,72890,114.8,126.8,534,1.11,32.72,33.3,13.6,2.87,4.7,2.7,0.8,1.03,M2
P4,14,9,1.58,100110,24990,1846,698.1,72750,124.2,127.1,534,0.97,32.15,33.2,14,2.89,4.74,2.25,0.94,0.99,M2
P4,14,10,1.74,100680,24960,1846,711.7,72100,116,125.8,528,1.04,32.59,33.1,14.2,2.91,4.69,2.43,1.17,1.09,M2
P4,14,11,1.56,100330,24860,1849,702.6,72280,120.5,126,544,0.98,32.33,32,13.1,2.69,4.74,2.75,0.65,1.05,M2
P4,14,12,1.72,100550,24860,1843,705.2,72180,115.9,127,512,1.01,32.45,31.5,14,2.94,4.88,2.5,0.84,1.01,M2
P4,14,13,1.46,100950,25180,1849,701.9,72550,114.7,127.6,550,0.98,32.23,33.1,14.6,2.99,4.8,2.75,0.93,1.06,M2
P4,14,14,1.59,100560,25070,1843,702.2,72730,119.7,125.5,558,1.11,32.32,33,14.9,2.94,4.78,2.83,0.79,0.97,M2
P4,14,15,1.42,100860,25080,1858,706.6,72280,122.1,128.9,529,1.03,33.23,33.2,13.5,2.86,4.67,2.19,0.73,1.07,M2
P4,14,16,1.72,100540,24820,1834,704.1,71510,118.6,125.8,528,1.07,32.31,32,14.5,2.72,4.86,2.8,1.02,1.03,M2
P4,14,17,1.77,101030,25150,1850,705.2,72520,124.9,128.1,546,1.1,32.85,33,13.39,3.01,4.59,2.57,0.96,1.02,M2
P4,14,18,1.75,100750,24980,1854,695,72030,124.8,128.6,553,0.92,32.41,32.6,13.5,2.87,4.78,2.66,0.97,1.04,M2
P4,14,19,1.23,101750,25250,1854,699.9,72270,118.1,128.9,557,0.98,33,34.2,14.1,2.84,4.7,2.33,0.81,1.06,M2
P4,14,20,1.56,100050,25260,1860,690.1,72280,125.3,126.8,550,1.01,32.73,35.3,13,2.79,4.81,2.58,0.93,0.97,M2
P4,15,1,1.87,101440,24910,1801,701.2,70650,121.3,126,522,1.04,32.43,32.8,14.6,2.95,4.56,2.34,0.73,1.06,M2
P4,15,2,1.79,101510,25160,1831,700.3,71940,116.6,127.8,529,1.06,32.19,32.9,13.1,2.77,4.87,2.5,0.8,1.15,M2
P4,15,3,1.73,102050,24890,1793,705.9,71270,111.9,126.2,545,1.03,32.53,32.4,13.2,2.7,4.73,2.05,0.72,1.02,M2
P4,15,4,1.5,102930,25190,1806,713.2,71490,114.3,128,535,0.99,32.74,32.8,13.5,2.73,4.84,2.7,0.77,1.01,M2
P4,15,5,1.99,102280,25100,1805,714.8,71120,115.5,128.4,572,1.09,32.74,33.3,14.2,2.66,4.86,2.58,0.85,0.99,M2
P4,16,1,2.1,104890,24880,1744,717.3,69310,116.1,127,535,1.18,31.26,30.7,13.4,2.71,4.65,2.29,0.95,1.01,M2
P4,16,2,1.78,103420,24850,1745,715.4,69640,122.8,124.9,552,1.12,31.98,30.6,12.6,2.78,4.64,2.21,0.82,1.13,M2
P4,16,3,1.84,105240,24720,1723,726.4,68790,119.4,126.5,548,1.21,31.07,30.4,12.8,2.5,4.62,2.33,0.9,0.94,M2
P4,16,4,2.08,104680,24830,1741,729.1,69060,115.6,126.6,535,1.04,31.31,31.7,12.42,2.59,4.56,2.44,0.86,1.12,M2
P4,16,5,1.78,103560,24720,1751,725.9,70000,123.1,127.4,527,1,32.6,30.3,13,2.73,4.59,2.51,0.73,1.03,M2
P4,17,1,1.84,104290,24880,1731,712.1,69260,120.3,127.6,538,1.02,31.02,29.9,13.3,2.76,4.78,2.74,0.58,1.04,M2
P4,17,2,2.1,103810,24740,1725,718.6,68320,114.6,124,518,1.08,31.53,30.7,11.9,2.57,4.79,2.25,0.61,1.1,M2
P4,17,3,1.63,102930,24750,1748,719.2,70830,127.9,127,558,1.16,31.67,32.2,12.5,2.64,4.7,2.5,0.79,0.98,M2
P4,17,4,1.87,103950,24690,1723,726.4,69990,120.2,129.1,518,1.18,31.28,32.3,13.8,2.46,4.78,2.25,0.84,0.898,M2
P4,17,5,1.76,103770,24930,1768,721.1,70250,124.4,126.9,543,1.05,31.7,32.2,12.6,2.76,4.62,2.14,0.98,1.06,M2
P4,18,1,1.53,100970,24830,1759,700.6,70440,121.6,126.3,532,1.14,31.33,31.7,12.9,2.76,4.54,2.41,0.91,1.02,M2
P4,18,2,1.72,101010,24830,1779,714.9,71130,133.5,126.2,552,1.22,32.35,32.9,12.82,2.63,4.5,2.3,0.88,0.92,M2
P4,18,3,1.93,102370,24650,1754,715.1,70120,127.3,127.2,552,0.99,32,31.9,12.9,2.78,4.61,2.24,0.79,1.12,M2
P4,18,4,2.05,102010,24770,1765,708.3,70300,129,125.9,538,0.97,31.79,32.1,13.4,2.65,4.77,2.47,0.84,1.01,M2
P4,18,5,1.71,100840,24810,1797,715.2,71690,128.1,126.9,547,1.12,32.87,34,13.7,2.54,4.5,2.68,0.81,1.04,M2
P4,19,1,2.18,103300,24320,1685,715.7,67650,119.4,124.7,512,1.11,30.55,30.6,13.4,2.54,4.47,2.34,0.63,1.07,M2
P4,19,2,1.67,103370,24500,1691,720.5,68840,117.9,126.8,526,1.08,30.82,30.1,12.4,2.42,4.41,2.11,0.79,0.94,M2
P4,19,3,1.95,104320,24300,1682,727.8,68270,120.4,124.6,550,1.08,30.84,31.3,12,2.45,4.53,2.04,0.86,0.91,M2
P4,19,4,2.06,104480,24450,1702,729.9,68040,117.5,126.2,532,1.11,30.42,31.4,13,2.57,4.66,2.08,0.73,1.04,M2
P4,19,5,2,104420,24420,1694,734.7,68500,123.9,125.4,534,1.03,30.31,30.6,12.6,2.43,4.77,2.17,0.62,1.04,M2
P4,20,1,2.17,103300,24280,1692,711,67370,123.4,125.6,536,1,30.44,30.9,11.2,2.46,4.51,1.85,0.72,1.16,M2
P4,20,2,2.11,103410,24380,1684,713.9,67910,118.1,124.6,523,1.01,29.8,30.6,11.5,2.42,4.48,2.06,0.82,1.12,M2
P4,20,3,2.04,103860,24120,1659,725.5,68110,118.1,126,533,1.09,30.53,30.2,13.8,2.49,4.5,2.14,0.62,0.98,M2
P4,20,4,2.12,103910,24240,1681,732,68310,121.6,125.9,527,0.93,30.83,31.3,13.1,2.55,4.6,1.96,0.87,0.96,M2
P4,20,5,2.07,104500,24260,1685,727.8,68570,127.6,124.6,538,1.02,31.05,31.3,13.2,2.57,4.39,2.1,0.91,1.02,M2
P4,21,1,2.19,104260,24530,1696,732.7,68710,116.2,124.5,536,1.05,30.59,30.4,12.2,2.63,4.17,2.24,0.77,1.12,M2
P4,21,2,2.37,105600,24570,1674,735.1,67600,123.8,124.7,549,1.07,30.23,29.9,13.3,2.43,4.41,2.36,0.84,1.06,M2
P4,21,3,2.16,104830,24480,1683,737.9,68560,118.8,126.4,530,1.02,30.17,30.1,13.7,2.51,4.53,2.25,0.83,1.03,M2
P4,21,4,1.86,105410,24380,1658,743.8,67800,120.5,124.7,546,1.13,30.24,30.6,12.26,2.41,4.65,2.17,0.77,1.01,M2
P4,21,5,2.3,106930,24710,1685,746.9,68040,124.8,128.1,545,1.09,30.66,30.7,13.4,2.58,4.69,2.42,0.79,1.06,M2
P4,22,1,2.44,104210,24530,1702,732.5,68650,126,124.9,553,1.03,30.72,30.9,11.9,2.6,4.61,1.95,0.85,1.05,M2
P4,22,2,2.06,104380,24570,1707,729.7,68780,125,125.1,533,1.21,30.52,30.5,11.7,2.56,4.44,2.29,0.75,1.07,M2
P4,22,3,2.31,104300,24320,1682,728.7,68150,124.3,123.8,549,1.07,30.72,30.5,12.7,2.65,4.58,2.35,0.76,0.96,M2
P4,22,4,2.21,104320,24600,1692,731.9,68910,117.4,125.8,538,1.09,30.61,31.4,12.8,2.57,4.59,2.48,0.69,1.12,M2
P4,22,5,1.64,105140,24400,1697,741.8,68300,122.9,125.5,539,1.16,30.68,31,11.9,2.63,4.62,2.1,0.87,1.01,M2
P4,23,1,2.16,104710,24340,1694,731.3,67650,122,124.1,538,1.12,30.51,29.4,12.9,2.34,4.49,2.12,0.67,1.16,M2
P4,23,2,2.24,104190,24350,1688,726.3,68010,117.2,122.6,549,1.03,30.98,30.7,13,2.4,4.66,2.42,0.51,1.03,M2
P4,23,3,2.25,105330,24510,1693,731.7,68680,118,124.9,545,1.06,30.07,28.5,12.9,2.66,4.51,2.43,0.86,0.93,M2
P4,23,4,2.46,104910,24340,1690,740.5,67980,122,125.1,525,1.04,29.59,30.2,12.7,2.52,4.63,2.27,0.65,1.04,M2
P4,23,5,2.06,104990,24310,1699,733.6,67620,111.2,125.4,558,1.11,30.3,30,13.1,2.54,4.52,2.08,0.93,1.1,M2
P4,24,1,2.36,105000,24490,1688,729.6,67320,112.5,123.8,553,1.17,29.55,30.1,13.7,2.53,4.63,1.77,0.62,1.09,M2
P4,24,2,2.17,105420,24530,1690,730.3,67740,122.4,124.5,532,1.06,29.8,30.5,13.3,2.61,4.64,2.11,0.79,1.07,M2
P4,24,3,2.59,105260,24370,1667,734.7,66820,117.1,124.7,546,1,29.9,28.9,12.2,2.54,4.66,2.11,0.6,0.97,M2
P4,24,4,2.37,105500,24470,1691,736.7,68220,122.8,125,524,0.99,29.5,28.9,12.1,2.56,4.7,2.13,0.79,1.05,M2
P4,24,5,2.67,104750,24370,1674,741.5,67620,115,122.9,535,1.1,30.02,28.7,13.1,2.38,4.63,2.05,0.71,1.05,M2
P4,24,6,2.59,106980,24560,1669,735.1,67450,112,124.7,548,1.02,29.74,28.7,12.8,2.6,4.62,1.92,0.66,1.03,M2
P4,24,7,2.41,105590,24490,1675,740.6,68180,114.6,124.9,533,1.11,30.18,29.8,12.53,2.48,4.47,2.29,0.66,1.08,M2
P4,24,8,2.33,105540,24620,1692,727.9,67430,118.1,123.4,539,1.1,30.01,29.7,12.2,2.43,4.64,2.05,0.69,1.05,M2
P4,24,9,2.3,105280,24620,1689,729.9,67320,120.6,127.4,555,1.06,30.06,30.2,12.1,2.73,4.68,2.11,0.74,1.03,M2
P4,24,10,2.1,105240,24500,1690,740.6,68620,122.4,124.9,549,1.05,30.39,28.9,12.3,2.45,4.67,2.26,0.96,1.09,M2
P4,24,11,2.12,106430,24460,1672,741.5,67590,112.7,125.8,548,0.98,30.09,29.4,12.7,2.59,4.62,2.3,0.66,1.01,M2
P4,24,12,2.34,105940,24560,1676,742.4,67850,115.9,125.4,540,1.1,30.07,29.4,12.4,2.67,4.73,2.3,0.78,1.08,M2
P4,24,13,2.73,105270,24470,1687,734.7,67660,115.9,124.5,519,1.03,30,30,12,2.66,4.57,2.12,0.73,1.03,M2
P4,24,14,2.02,105750,24420,1685,731.1,67700,113.6,126.7,530,1.08,30.73,29.6,12.7,2.61,4.94,2.14,0.89,1.16,M2
P4,24,15,2.38,105420,24460,1673,739.1,67540,111.2,124.7,554,1.11,29.81,29.4,12.9,2.51,4.74,2.27,0.78,1.07,M2
P4,24,16,2.16,105640,24540,1689,737.3,68290,117.6,123.5,520,1.03,30.84,29.1,12.4,2.57,4.87,2.21,0.75,1.14,M2
P4,24,17,2.35,106130,24510,1672,735.4,67320,125.3,124.7,529,1.11,30.06,29.3,12.5,2.5,4.66,1.95,0.68,1.08,M2
P4,24,18,2.39,106310,24480,1688,732.4,68360,115.5,126.6,546,1.15,30.25,29.9,12.43,2.49,4.5,2.21,0.71,1.09,M2
P4,24,19,2.55,106050,24500,1682,740.4,66950,120.2,124.8,521,1.23,30.49,27.6,13.79,2.64,4.7,1.9,0.69,0.96,M2
P4,24,20,2.46,106620,24680,1683,736.9,67290,121.4,124.3,564,0.99,29.75,30.7,12.3,2.53,4.79,2.18,0.69,1.07,M2
